Date,Scrip,Open,High,Low,Close,Volume
20220126,00DS30,2613.33224,2626.22797,2610.15524,2612.16109,11157807000
20220126,00DSES,1504.6147,1512.01888,1503.508,1504.05392,11157807000
20220126,00DSEX,7032.57464,7072.29726,7032.44413,7032.44413,11157807000
20220126,1JANATAMF,6.4,6.5,6.4,6.4,107296
20220126,1STPRIMFMF,19.7,19.9,19.3,19.4,431562
20220126,AAMRANET,44.6,46,44.4,45.2,302065
20220126,AAMRATECH,31.4,32.4,30.9,31.8,1036053
20220126,ABB1STMF,5.7,5.7,5.6,5.6,233555
20220126,ABBANK,13.4,13.6,13.4,13.5,524427
20220126,ACFL,31.6,31.7,31,31,166961
20220126,ACI,320,321,314.1,315.7,223411
20220126,ACIFORMULA,174.5,175,167.5,171.7,62493
20220126,ACMELAB,91,91,88.3,88.6,283838
20220126,ACMEPL,29.3,29.7,29.2,29.3,381837
20220126,ACTIVEFINE,27,27.4,26.6,26.7,3293276
20220126,ADNTEL,51,51.7,50.1,50.7,169277
20220126,ADVENT,25.9803921568627,26.3725490196078,25.6862745098039,25.9803921568627,255384
20220126,AFCAGRO,30.1,32.3,29.9,31.6,1308207
20220126,AFTABAUTO,29.7,29.7,28.9,29,36759
20220126,AGNISYSL,24.6,26.4,24.3,26.4,9596027
20220126,AGRANINS,55.9,56.5,55.3,55.6,98839
20220126,AIBL1STIMF,8.8,8.9,8.8,8.9,30795
20220126,AIL,49,49,48,48.7,163138
20220126,AL-HAJTEX,89.1,90.2,89.1,89.7,241687
20220126,ALARABANK,26.8,27,26.7,27,147650
20220126,ALIF,15.2,15.5,15,15.1,3804815
20220126,ALLTEX,19.7,19.9,18.5,18.6,107395
20220126,AMANFEED,55.5,55.8,53.7,54.4,666192
20220126,AMBEEPHA,493,493,470,474,4943
20220126,AMCL(PRAN),380,383,358,363.8,102161
20220126,ANLIMAYARN,35.5,37,35.5,35.9,178546
20220126,ANWARGALV,415,415,401.2,403,71746
20220126,AOL,38.6915887850467,40,38.6915887850467,39.2523364485981,132339
20220126,APEXFOODS,181,183.9,172.3,172.9,95706
20220126,APEXFOOT,354.9,359.8,344.1,344.3,447257
20220126,APEXSPINN,141.5,145,136.7,137.9,69851
20220126,APEXTANRY,143.2,145.9,140.1,142.1,49224
20220126,APOLOISPAT,9.1,9.2,9,9,611033
20220126,APSCLBOND,5400,5400,5400,5400,2
20220126,ARAMIT,361,361,352,352.3,35658
20220126,ARAMITCEM,33.1,35.7,33.1,35.5,61980
20220126,ARGONDENIM,19.2,19.6,19.1,19.3,334589
20220126,ASIAINS,104.9,105.9,99.4,100,2678080
20220126,ASIAPACINS,66,66,64.6,65.1,87805
20220126,ATCSLGF,9.9,9.9,9.8,9.9,229835
20220126,ATLASBANG,109.3,116.7,109.3,112.9,908
20220126,AZIZPIPES,102.5,102.5,100.3,101.7,40022
20220126,BANGAS,132.4,132.4,125.6,126.5,38806
20220126,BANKASIA,20.6,20.6,20.1,20.2,254236
20220126,BARKAPOWER,24.3,24.4,24.1,24.3,212369
20220126,BATASHOE,940,952.9,934,936,17181
20220126,BATBC,662.8,663,658,658.9,206902
20220126,BAYLEASING,31.4,32.1,31.2,31.5,728069
20220126,BBS,19.5,20.4,19.4,20,1218574
20220126,BBSCABLES,57.8,58.7,57.7,58.4,395478
20220126,BDAUTOCA,142.5,145.9,142.5,144.6,21480
20220126,BDCOM,25.6,26.5,24.8,26,1315262
20220126,BDFINANCE,48.5849056603774,48.7735849056604,47.0754716981132,47.9245283018868,1087719
20220126,BDLAMPS,242,262.5,236.4,257.3,482082
20220126,BDTHAI,21.3,21.3,20.9,21.1,334934
20220126,BDTHAIFOOD,13.3,13.3,13.3,13.3,265
20220126,BDWELDING,17.3,17.4,17,17.1,35427
20220126,BEACHHATCH,34.5,36.5,34.5,36.2,1128805
20220126,BEACONPHAR,260,260,251.2,258,289667
20220126,BENGALWTL,22.5,23,22.5,22.6,35513
20220126,BERGERPBL,1805,1810,1775,1795.2,2067
20220126,BEXGSUKUK,88.5,89.5,88,88.5,76315
20220126,BEXIMCO,154.1,156.4,151.2,152.9,5401820
20220126,BGIC,55.3,58.2,55.3,56.9,592156
20220126,BIFC,7.1,7.1,6.8,6.9,13289
20220126,BNICL,119,120.2,115,116.4,96295
20220126,BPML,66.6,67.9,62.9,63.3,683542
20220126,BPPL,35.5,36,35.5,35.6,310696
20220126,BRACBANK,53.8604651162791,53.8604651162791,52.4651162790698,52.6511627906977,813956
20220126,BSC,124.1,124.1,117,119.4,5032887
20220126,BSCCL,228,234.3,224.5,229.4,724244
20220126,BSRMLTD,113.9,114,111.2,112.1,248152
20220126,BSRMSTEEL,79.4,79.9,78.1,78.8,238108
20220126,BXPHARMA,199,199,195.9,196.2,241540
20220126,CAPMBDBLMF,10.1,10.2,10.1,10.1,74130
20220126,CAPMIBBLMF,15.9,15.9,15.7,15.7,170352
20220126,CENTRALINS,52.8,52.8,51.8,52.4,24009
20220126,CENTRALPHL,13.7,14.1,13.5,13.7,406694
20220126,CITYBANK,24.1777777777778,24.5333333333333,23.9111111111111,24.2666666666667,616278
20220126,CITYGENINS,40.4,40.4,39.7,39.9,322791
20220126,CNATEX,8.3,8.4,8.2,8.3,697521
20220126,CONFIDCEM,123.6,124.4,122.7,123.4,170449
20220126,CONTININS,44.9,46,44.7,45.6,151474
20220126,COPPERTECH,44.3,44.8,43.7,44.3,1354747
20220126,CRYSTALINS,51.7,52.3,51,51.8,36898
20220126,CVOPRL,218,221.1,214.5,218.3,210910
20220126,DACCADYE,22.4,22.6,22.1,22.4,862492
20220126,DAFODILCOM,66.1,66.1,66,66.1,5687
20220126,DBH,69.8181818181818,70.5454545454545,69.6363636363636,70.2727272727273,43144
20220126,DBH1STMF,7.6,7.6,7.5,7.5,22668
20220126,DELTALIFE,179.7,181,175,175.5,360071
20220126,DELTASPINN,9.6,9.7,9.4,9.6,1018806
20220126,DESCO,39.5,40.1,39,39.8,226524
20220126,DESHBANDHU,23.3,24.6,22.9,23.9,1992702
20220126,DGIC,37.9,38.3,37.7,38,76977
20220126,DHAKABANK,14.4,14.5,14.3,14.5,91069
20220126,DHAKAINS,71,71.5,70.2,71.3,81539
20220126,DOMINAGE,25.5,25.5,24.9,25,101978
20220126,DOREENPWR,70.7,71.9,70.6,71.4,172282
20220126,DSHGARME,186.5,186.5,176.4,178.2,99256
20220126,DSSL,17.3,17.5,17.1,17.2,1182397
20220126,DULAMIACOT,48.8,48.8,48.3,48.5,4061
20220126,DUTCHBANGL,71.0909090909091,71.5454545454545,70.7272727272727,71.4545454545454,83465
20220126,EASTERNINS,102.4,104.5,102,102.2,206090
