Date,Scrip,Open,High,Low,Close,Volume
20150922,00DS30,1855.91,1863.82,1855.72,1860.36,3646990000
20150922,00DSES,1187.18,1193.17,1187.18,1191.04,3646990000
20150922,00DSEX,4841.62,4860.82,4841.62,4853.29,3646990000
20150922,1JANATAMF,4.6,4.6,4.5,4.5,453650
20150922,1STPRIMFMF,10.7,10.9,10.7,10.7,111315
20150922,AAMRATECH,29.0909090909091,29.2727272727273,28.9090909090909,29,134221
20150922,ABB1STMF,4.9,4.9,4.7,4.8,513277
20150922,ABBANK,17.4955908289243,17.576215671454,17.3343411438649,17.4955908289243,322991
20150922,ACI,300.314836069068,303.570017880644,298.739742506739,299.159779007264,133738
20150922,ACIFORMULA,182.857142857143,185.52380952381,182.857142857143,184.190476190476,123413
20150922,ACTIVEFINE,29.7435833333333,29.7948333333333,29.4871666666667,29.58975,405516
20150922,AFCAGRO,34.8594466403162,34.9692490118577,33.8713043478261,33.9811067193676,288737
20150922,AFTABAUTO,61.7142857142857,61.7142857142857,60.3809523809524,60.5714285714286,304426
20150922,AGNISYSL,24.5714285714286,24.7619047619048,24.5714285714286,24.6666666666667,193360
20150922,AGRANINS,13.8775510204082,14.0589569160998,13.8775510204082,13.968253968254,12717
20150922,AIBL1STIMF,6,6.2,5.9,6,133904
20150922,AL-HAJTEX,100.390909090909,102.190909090909,100.390909090909,101.372727272727,266770
20150922,ALARABANK,12.0448179271709,12.1381886087768,11.9514472455649,12.0448179271709,269906
20150922,ALIF,9.52573067957683,9.71250971250971,9.46347100193254,9.58799035722112,690445
20150922,ALLTEX,20.9,20.9,20.5,20.7,329680
20150922,AMANFEED,49.5500907075186,49.7700463616206,48.084176577303,48.8171739568635,1146159
20150922,AMBEEPHA,273,277.5,272,273.1,4569
20150922,AMCL(PRAN),229.4,231.9,226.7,228.7,25651
20150922,ANLIMAYARN,23.6,24,23.4,23.6,69789
20150922,ANWARGALV,50.3030303030303,54.8917748917749,50.3030303030303,54.2857142857143,93008
20150922,APEXFOODS,145.5,149,143.5,148.3,80577
20150922,APEXFOOT,388.47619047619,391.428571428571,384.285714285714,390.666666666667,46560
20150922,APEXSPINN,77.5,83.6,77,83,365419
20150922,APEXTANRY,136.5,139.9,134.5,138.6,234785
20150922,APOLOISPAT,15.8325684024713,15.8325684024713,15.4744042365402,15.617652250662,1397592
20150922,ARAMIT,346.6,358.9,346.6,353.9,41253
20150922,ARAMITCEM,44.6,44.7,43.1,43.3,223662
20150922,ARGONDENIM,21.2257238496306,21.2257238496306,20.7321023647554,20.8966428597138,182263
20150922,ASIAINS,14.2,14.3,14.1,14.1,17310
20150922,ASIAPACINS,15.1,15.2,14.9,15,5710
20150922,ATCSLGF,7.6,7.6,7.4,7.5,22339
20150922,ATLASBANG,123.272727272727,127.636363636364,123.272727272727,124.909090909091,34590
20150922,AZIZPIPES,22.8571428571429,23.7142857142857,22.8571428571429,23.3333333333333,4141
20150922,BANGAS,339.130434782609,345.130434782609,331.478260869565,337.478260869565,104406
20150922,BANKASIA,10.7260105820106,10.7979682539683,10.6539682539683,10.6539682539683,99752
20150922,BARKAPOWER,24.6265930331351,25.0487680543755,24.5562446898895,24.9080713678845,1502266
20150922,BATASHOE,1375,1397.8,1365,1390.2,3379
20150922,BATBC,329.888888888889,329.888888888889,327.777777777778,329.011111111111,227
20150922,BAYLEASING,18.3042973286876,18.3042973286876,18.0255516840883,18.2113821138211,91951
20150922,BBS,26.3448248720976,26.6050373868556,25.36906729634,25.9545060999606,739414
20150922,BDAUTOCA,35.7142857142857,36.6071428571429,34.9107142857143,35.8928571428571,6193
